DRS;DRSNOME;REGSAUDE;MUNICIPIO;CNES;NOME;GESTAO;GRUPO_DE_HOSPITAIS;LEITOS_CLIN_ANTERIOR_A_COVID;LEITOS_CLIN_SUS;LEITOS_CLIN_EXISTENTE_CONVERTIDO_PARA_COVID;LEITO_CLINICO_AMPLIADO_EM_FUNCIONAMENTO;LEITO_CLINICO_PARA_AMPLIACAO_FUTURA;UTI_ADULTO_EXISTE;UTI_ADULTO_SUS;UTI_ADULTO_EXISTENTE_CONVERTIDO_PARA_COVID;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_1;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_2;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_3;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_4;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_5;UTI_ADULTO_AMPLIACAO_HABIMEDIATA_REMESSA_6
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2066572.0;"HOSPITAL HELIOPOLIS UNIDADE DE
GESTAO ASSISTENCIAL I SP";E;Estaduais-Direta;86;86;12;0;0;14;14;8;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2075717.0;"HOSP MUN MATERNIDADE
PROFESSOR MARIO DEGNI";M;Municipais;28;28;0;12;0;4;4;0;10;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2075962.0;HOSP DA STA CASA DE STO AMARO;M;Priv.s. fins lucrativos;52;35;2;0;0;10;9;9;0;0;20;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2076896.0;HOSPITAL SAO LUIZ GONZAGA;M;Municipais;56;56;10;36;0;0;0;0;0;0;0;0;10;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2076926.0;"HOSPITAL UNIVERSITARIO DA USP SAO
PAULO";E;Estaduais-Universitarios;58;58;0;0;0;12;12;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2076985.0;CASA DA CRIANCA BETINHO;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077426.0;HOSPITAL ESTADUAL DE VILA ALPINA ORG SOCIAL SECONCI SAO PAUL;E;Estaduais-OSS;63;63;25;0;0;20;20;10;10;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077450.0;HOSP MUN DR JOSE SOARES HUNGRIA;M;Municipais;48;48;12;20;0;8;8;8;20;0;50;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077469.0;HOSP DOM ANTONIO DE ALVARENGA;M;Priv.s. fins lucrativos;87;51;0;0;0;28;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077477.0;HOSP STA MARCELINA SAO PAULO;E;Priv.s. fins lucrativos;235;205;80;30;0;72;58;0;0;0;0;0;50;9
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077485.0;HOSPITAL SAO PAULO HOSPITAL DE ENSINO DA UNIFESP SAO PAULO;E;Priv.s. fins lucrativos;200;190;30;30;0;77;74;19;9;26;0;0;0;30
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077493.0;"HOSPITAL GERAL DE SAO MATEUS SAO
PAULO";E;Estaduais-Direta;55;55;20;0;0;14;14;1;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077523.0;UNIDADE DE GESTAO ASSISTENCIAL II HOSPITAL IPIRANGA SP;E;Estaduais-Direta;100;100;64;0;0;26;15;5;0;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077574.0;"CONJUNTO HOSPITALAR DO
MANDAQUI SAO PAULO";E;Estaduais-Direta;86;86;78;0;0;40;40;22;0;0;20;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077620.0;HOSPITAL GERAL SANTA MARCELINA DE ITAIM PAULISTA SAO PAULO;E;Estaduais-OSS;78;78;10;0;0;10;10;0;10;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077639.0;"HOSP MUN PROF DR WALDOMIRO DE
PAULA";M;Municipais;57;57;10;15;0;6;6;6;10;0;50;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077671.0;HOSPITAL GERAL DO GRAJAU PROF LIBER JOHN ALPHONSE DI DIO SP;E;Estaduais-OSS;88;88;0;0;0;24;24;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2077752.0;HOSP MONUMENTO CEHM;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2078015.0;"HC DA FMUSP HOSPITAL DAS CLINICAS
SAO PAULO";E;Estaduais-Universitarios;358;336;336;0;0;128;128;106;90;40;0;0;0;165
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2078589.0;"HOSPITAL E MATERNIDADE SANTA
MARIA CRUZ AZUL";M;Priv.s. fins lucrativos;152;0;0;0;0;40;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2079240.0;HOSPITAL GERAL JESUS TEIXEIRA DA COSTA GUAIANASES SAO PAULO;E;Estaduais-Direta;58;58;25;0;0;10;10;0;0;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2080346.0;HOSP MUN DR CARMINO CARICCHIO;M;Municipais;135;135;40;20;0;20;19;19;20;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2080575.0;HOSPITAL BP;M;Priv.s. fins lucrativos;216;33;0;0;0;195;50;0;0;0;0;10;10;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2080583.0;HOSP MUN TIDE SETUBAL;M;Municipais;43;43;22;0;0;7;7;7;10;0;56;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2080788.0;"HOSP MUN V NHOCUNE ALEXANDRE
ZAIO";M;Municipais;31;31;0;8;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2081970.0;"HOSP MUN JABAQUARA ARTUR
RIBEIRO DE SABOYA";M;Municipais;50;50;20;24;0;21;21;10;10;0;8;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2082225.0;"HOSPITAL KATIA DE SOUZA
RODRIGUES TAIPASSP SAO PAULO";E;Estaduais-Direta;78;78;10;18;0;20;10;0;0;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2082624.0;HOSP STA CRUZ;M;Priv.s. fins lucrativos;34;6;0;0;0;30;10;0;0;0;0;0;2;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2082829.0;"HOSP MUN PROFESSOR DOUTOR
ALIPIO CORREA NETTO";M;Municipais;82;82;0;4;0;10;10;0;10;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2084139.0;"HOSP MUN DR BENEDICTO
MONTENEGRO";M;Municipais;21;21;0;6;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2084473.0;"HOSP MUN DR IGNACIO PROENCA DE
GOUVEA";M;Municipais;53;53;30;12;0;12;12;12;20;0;30;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2088576.0;"HOSP DE TRANSPLANT DO EST DE SP
EURYCLIDES DE JESUS ZERBINI";E;Estaduais-OSS;79;79;0;0;0;16;16;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2089602.0;HOSPITAL SEPACO;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2089777.0;HOSPITAL NIPO BRASILEIRO;M;Priv.s. fins lucrativos;67;0;0;0;0;23;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2091313.0;HOSPITAL REGIONAL SUL SAO PAULO;E;Estaduais-Direta;16;16;16;29;0;14;9;9;0;0;0;21;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2091550.0;"INST CEMA DE OFTALMOLOGIA E
OTORRINOLARINGOLOGIA";M;Priv.s. fins lucrativos;1;1;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2091585.0;"HOSPITAL ESTADUAL DE SAPOPEMBA
SAO PAULO";E;Estaduais-OSS;38;38;0;0;0;20;20;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2091755.0;HOSPITAL GERAL DE VILA PENTEADO DR JOSE PANGELLA SAO PAULO;E;Estaduais-Direta;83;83;12;40;0;11;11;10;10;0;25;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2688573.0;"HOSPITAL GERAL DE VILA NOVA
CACHOEIRINHA SAO PAULO";E;Estaduais-Direta;60;60;44;0;0;30;20;8;0;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2688581.0;"HOSPITAL GERIATRICO E DE
CONVALESCENTES D PEDRO II";M;Priv.s. fins lucrativos;18;18;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2688689.0;"SANTA CASA DE SAO PAULO HOSPITAL
CENTRAL SAO PAULO";E;Priv.s. fins lucrativos;143;143;30;16;0;63;55;30;0;0;0;30;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;102075.0;HM BELA VISTA - ANTONIO CARLOS;M;Municipais;64;64;0;0;0;0;0;0;0;0;0;120;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2752077.0;HOSP DO SERV PUB MUNICIPAL HSPM;M;Municipais;107;32;0;0;0;25;10;0;0;0;0;0;0;25
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2786680.0;"HOSP MUN FERNANDO MAURO PIRES
DA ROCHA";M;Municipais;62;62;0;4;0;10;10;0;10;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;3001466.0;"CENTRO HOSPITALAR DO SISTEMA
PENITENCIARIO SAO PAULO";E;Estaduais-OSS;95;95;10;0;0;0;0;0;11;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;3212130.0;HOSP MUN VER JOSE STOROPOLLI;M;Municipais;49;49;0;29;0;10;10;0;10;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;3566692.0;RESIDENCIAL ALBERT EINSTEIN;M;Priv.s. fins lucrativos;192;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;5420938.0;HOSP MUN CARMEN PRUDENTE;M;Municipais;48;48;0;16;0;13;10;0;10;0;10;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;5437156.0;HOSPITAL LOCAL DE SAPOPEMBA;E;Estaduais-OSS;39;39;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;5718368.0;HOSP MUN M BOI MIRIM;M;Municipais;44;44;44;16;0;20;20;20;30;0;74;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;7711980.0;"HOSP MUN GILSON DE CASSIA
MARQUES DE CARVALHO";M;Municipais;57;57;0;0;0;20;20;0;30;0;20;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;2688565.0;HOSPITAL SÃO CAMILO /POMPEIA;M;Priv.s. fins lucrativos;81;0;0;6;0;37;0;0;9;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SAO PAULO;9465464.0;"HOSP MUN JOSANIAS CASTANHA
BRAGA";M;Municipais;1;1;0;0;0;0;0;0;40;0;60;0;0;188
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;1012040.0;"HM de Campanha-COVID 19 SMS/SP -
Estadio Pacaembú";M;Municipais;0;0;0;200;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;113123.0;"HM de Campanha-COVID 19 -SMS/SP -
Anhembi Portao 35";M;Municipais;0;0;0;294;26;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;120083.0;"HM de Campanha-COVID 19 -SMS/SP -
Anhembi Portão 38";M;Municipais;0;0;0;518;962;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;102105.0;"HM de Campanha - COVID 19 - Vila
Brasilândia";M;Municipais;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;127868.0;Hospital de Campanha- Ibirapuera;E;Estaduais-OSS;0;0;0;240;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;127876.0;Hosp de  COVID 19 Barradas;E;Estaduais-OSS;0;0;0;28;148;0;0;0;0;0;0;0;0;24
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2077612.0;"Hosp Cong das Irmas Hospitaleiras
Sagrado Cor. Jesus";M;Municipais;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2077507.0;HOSPITAL LEFORTE;M;Municipais;45;3;0;0;0;37;30;0;0;0;0;0;2;2
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;102105.0;"HOSPITAL MUNICIPAL VILA
BRASILANDIA";M;Municipais;1;1;0;0;0;0;0;0;0;0;0;0;20;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;7992890.0;HOSPITAL UNISA;M;Municipais;65;65;0;0;0;0;0;0;0;0;0;0;5;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;3080494.0;"HOSPITAL DA CRUZ VERMELHA DE
SÃO PAULO";M;Municipais;0;0;0;0;0;0;0;0;0;0;0;0;10;30
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;9554157.0;HOSPITAL SALVALUZ-NOTRE DAME;M;Municipais;264;0;0;0;0;120;0;0;0;0;0;0;0;10
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2089653.0;HOSPITAL NEX BUTANTÃ -AMIL;M;Municipais;11;0;0;0;0;10;0;0;0;0;0;0;0;16
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2080796.0;HOSPITAL SÃO CRISTÓVÃO;M;Municipais;96;0;0;0;0;30;0;0;0;0;0;0;0;5
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;161438.0;"HOSPITTAL MUNICIPAL
GUARAPIRANGA";M;Municipais;0;0;0;0;0;0;0;0;0;0;0;0;0;80
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;158100.0;HOSPITAL MUNCIPAL DA BRIGADEIRO;M;Municipais;0;0;0;0;0;0;0;0;0;0;0;0;0;20
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2079445.0;HOSPITAL SANTA ISABEL;M;Municipais;50;0;0;0;0;25;0;0;0;0;0;0;20;0
1;GRANDE S. PAULO;Sao Paulo;SÃO PAULO;2078597.0;HOSPITAL ALEMÃO OSWALDO CRUZ;M;Municipais;78;0;0;0;0;30;0;0;0;0;0;0;20;0
2;ARAÇATUBA;Central do DRS II;ARACATUBA;2078775.0;"SANTA CASA DE ARACATUBA
HOSPITAL SAGRADO CORACAO DE JESUS";E;Priv.s. fins lucrativos;83;53;19;0;0;20;20;0;0;0;0;0;9;0
2;ARAÇATUBA;Central do DRS II;ARACATUBA;2082675.0;"ASSOCIACAO DE AMPARO AO
EXCEPCIONAL RITINHA PRATES";M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;ARACATUBA;7780745.0;"CENTRO MEDICO ARACATUBA
HOSPITAL CENTRAL";M;Privado;11;5;0;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;ARACATUBA;2077566.0;HOSPITAL DA MULHER;M;Municipais;0;0;0;0;33;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;AURIFLAMA;2081768.0;SANTA CASA DE AURIFLAMA;M;Priv.s. fins lucrativos;22;17;7;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;BILAC;2080915.0;"HOSPITAL BENEFICENTE PADRE
BERNARDO BRAAKIUS";M;Priv.s. fins lucrativos;20;19;7;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;GUARARAPES;2081814.0;SANTA CASA DE GUARARAPES;M;Priv.s. fins lucrativos;39;24;9;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Central do DRS II;VALPARAISO;2081105.0;SANTA CASA DE VALPARAISO;M;Priv.s. fins lucrativos;25;14;10;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;ALTO ALEGRE;2081806.0;HOSPITAL PADRE JOAO W BRAEM;M;Municipais;12;10;6;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;BIRIGUI;2078252.0;SANTA CASA DE BIRIGUI;M;Priv.s. fins lucrativos;43;28;8;0;0;10;10;4;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;BURITAMA;2079461.0;"SANTA CASA DE MISERICORDIA SAO
FRANCISCO BURITAMA";M;Priv.s. fins lucrativos;14;8;6;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;CLEMENTINA;2080982.0;HOSPITAL DE CLEMENTINA;E;Priv.s. fins lucrativos;12;11;12;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;PENAPOLIS;2078384.0;HOSPITAL ESPIRITA;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;PENAPOLIS;2078503.0;SANTA CASA DE PENAPOLIS;M;Priv.s. fins lucrativos;32;22;32;0;0;8;8;0;10;0;0;0;0;0
2;ARAÇATUBA;Consorcio do DRS II;PENAPOLIS;110337.0;"HOSPITAL DE CAMPANHA COVID 19
CENTRO REG DOS CONSORCIOS";M;Municipais;0;0;0;20;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;ANDRADINA;2082691.0;SANTA CASA DE ANDRADINA;E;Priv.s. fins lucrativos;69;55;14;0;0;10;10;0;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;CASTILHO;2079216.0;"HOSPITAL E MATERNIDADE JOSE
FORTUNA";M;Priv.s. fins lucrativos;13;13;9;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;GUARACAI;2081520.0;"HOSPITAL E MATERNIDADE DE
GUARACAI";M;Priv.s. fins lucrativos;19;12;8;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;ILHA SOLTEIRA;2078511.0;"HOSPITAL REGIONAL DE ILHA
SOLTEIRA";E;Priv.s. fins lucrativos;43;30;12;0;0;4;4;0;0;10;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;MIRANDOPOLIS;2083019.0;"HOSPITAL ESTADUAL DE MIRANDOPOLIS DR OSWALDO
BRANDI FARIA";E;Estaduais-Direta;31;31;16;0;0;10;10;5;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;PEREIRA BARRETO;2083027.0;"SANTA CASA DE MISERICORDIA DE
PEREIRA BARRETO";M;Priv.s. fins lucrativos;22;20;10;0;0;0;0;0;0;0;0;0;0;0
2;ARAÇATUBA;Lagos do DRS II;SUD MENNUCCI;2081245.0;SANTA CASA DE SUD MENNUCCI;M;Priv.s. fins lucrativos;9;8;4;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;AMERICO BRASILIENSE;2079194.0;"HOSPITAL NESTOR GOULART REIS
AMERICO BRASILIENSE";E;Estaduais-Direta;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;AMERICO BRASILIENSE;6164366.0;"HOSPITAL ESTADUAL AMERICO
BRASILIENSE";E;Estaduais-OSS;32;32;10;0;0;10;10;10;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;AMERICO BRASILI;2090171.0;UNIDADE HOSPITALAR DR JOSE NIGRO NETO AMERICO BRASILIENSE;M;Municipais;12;12;1;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;ARARAQUARA;2079763.0;CASA CAIRBAR SCHUTEL;M;Priv.s. fins lucrativos;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;ARARAQUARA;6943284.0;"MATERNIDADE GOTA DE LEITE DE
ARARAQUARA";M;Privado;5;3;2;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;ARARAQUARA;2082527.0;SANTA CASA DE ARARAQUARA;M;Priv.s. fins lucrativos;60;40;20;0;0;18;14;0;0;0;10;0;0;0
3;ARARAQUARA;Central do DRS III;ARARAQUARA;9267263.0;PRONTO SOCORRO MELHADO;M;Municipais;18;18;0;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;ARARAQUARA;102741.0;HOSPITAL DE CAMPANHA COVID19 DE ARARAQUARA(HSOPITAL DA SOLIDARIEDADE);M;Municipais;0;0;0;0;31;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Central do DRS III;BOA ESPERANCA DO SUL;2079402.0;SANTA CASA SAO VICENTE DE PAULO BOA ESPERANCA DO SUL;M;Priv.s. fins lucrativos;6;6;3;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Centro Oeste do DRS III;BORBOREMA;2081989.0;"HOSPITAL SAO SEBASTIAO DE
BORBOREMA";M;Priv.s. fins lucrativos;11;10;6;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Centro Oeste do DRS III;IBITINGA;2082640.0;"SANTA CASA DE CARIDADE E
MATERNIDADE IBITINGA";M;Priv.s. fins lucrativos;38;19;8;0;0;10;4;0;5;0;0;0;0;0
3;ARARAQUARA;Centro Oeste do DRS III;ITAPOLIS;2079836.0;"SANTA CASA DE MISERICORDIA
ITAPOLIS";M;Priv.s. fins lucrativos;44;27;11;0;0;9;4;0;5;0;0;0;0;0
3;ARARAQUARA;Centro Oeste do DRS III;NOVA EUROPA;2747685.0;"SANTA CASA DE MISERICORDIA NOVA
EUROPA";M;Priv.s. fins lucrativos;6;4;2;6;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Centro Oeste do DRS III;TABATINGA;2079399.0;"SANTA CASA DE MISERICORDIA
TABATINGA SP";M;Priv.s. fins lucrativos;16;10;8;10;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;DESCALVADO;2081717.0;SANTA CASA DESCALVADO;M;Priv.s. fins lucrativos;36;32;14;2;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;DOURADO;9329080.0;"HOSPITAL E MATERNIDADE PUBLICO
DE DOURADO";M;Privado;6;6;3;5;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;IBATE;2092395.0;HOSPITAL MUNICIPAL IBATE;M;Municipais;10;10;4;0;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;PORTO FERREIRA;2082322.0;HOSPITAL DONA BALBINA;M;Priv.s. fins lucrativos;22;13;4;0;0;6;4;1;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;RIBEIRAO BONITO;2747693.0;"SANTA CASA DE MISERICORDIA
RIBEIRAO BONITO";M;Priv.s. fins lucrativos;8;5;3;7;0;0;0;0;0;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;SAO CARLOS;2080931.0;SANTA CASA DE SAO CARLOS;M;Priv.s. fins lucrativos;131;84;26;0;0;20;15;16;8;0;0;0;0;0
3;ARARAQUARA;Coracao do DRS III;SAO CARLOS;5586348.0;"HOSPITAL UNIVERST DA UFSCAR PROF
DR HORACIO C PANEPUCCI";M;Priv.s. fins lucrativos;48;48;5;27;0;0;0;0;0;0;0;0;0;10
3;ARARAQUARA;Norte do DRS III;MATAO;2090961.0;"HOSPITAL CARLOS FERNANDO
MALZONI MATAO";E;Priv.s. fins lucrativos;89;51;10;0;0;18;15;0;3;0;2;0;0;0
3;ARARAQUARA;Norte do DRS III;TAQUARITINGA;2078295.0;SANTA CASA DE TAQUARITINGA;M;Priv.s. fins lucrativos;66;35;29;0;0;8;6;0;0;0;0;0;0;5
4;BAIXADA SANTISTA;Baixada Santista;BERTIOGA;2083272.0;HOSPITAL MUNICIPAL DE BERTIOGA;M;Municipais;15;15;0;10;0;0;0;0;0;0;10;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;CUBATAO;2078473.0;"HOSPITAL DR LUIZ CAMARGO DA
FONSECA E SILVA";M;Priv.s. fins lucrativos;31;24;0;25;0;10;7;0;10;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;GUARUJA;2754843.0;HOSPITAL SANTO AMARO;M;Priv.s. fins lucrativos;50;50;0;0;0;20;20;0;10;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;GUARUJA;7544529.0;"INST DE INFECT EMILIO RIBAS II
BAIXADA SANTISTA";E;Estaduais-OSS;27;27;11;0;0;13;13;10;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;GUARUJA;;PAM RODOVIARIA;M;Municipais;0;0;0;14;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;GUARUJA;134716.0;HOSPITAL DE CAMPANHA GUARUJÁ;M;Municipais;0;0;0;50;0;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;ITANHAEM;2087804.0;HOSPITAL REGIONAL JORGE ROSSMANN DE ITANHAEM;E;Estaduais-OSS;30;30;30;15;0;20;0;10;10;0;0;0;0;6
4;BAIXADA SANTISTA;Baixada Santista;PRAIA GRANDE;2716097.0;"COMPLEXO HOSPITALAR IRMA DULCE
O S S";M;Municipais;54;54;44;0;0;20;20;0;20;0;0;10;0;0
4;BAIXADA SANTISTA;Baixada Santista;PRAIA GRANDE;105589.0;"HOSPITAL DE CAMPANHA COVID19
FALCÃO";M;Municipais;0;0;0;0;95;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;PRAIA GRANDE;105562.0;"HOSPITAL DE CAMPANHA COVID19
QUIETUDE";M;Municipais;0;0;0;0;11;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;PRAIA GRANDE;105740.0;"HOSPITAL DE CAMPANHA COVID19
RODRIGÃO";M;Municipais;0;0;0;0;68;0;0;0;0;0;0;0;0;0
4;BAIXADA SANTISTA;Baixada Santista;PRAIA GRANDE;6817890.0;"ASSOCIAÇÃO HOSPITALAR CASA DE
SAUDE DE SANTOS";M;Priv.s. fins lucrativos;43;0;0;0;0;10;0;10;0;0;0;20;0;0
4;BAIXADA SANTISTA;Baixada Santista;SANTOS;2025752.0;SANTA CASA DE SANTOS;M;Priv.s. fins lucrativos;163;90;0;30;0;71;40;0;20;0;10;0;0;0
